Title,Href,Rating,Stock,Price,Category,Count
Talking to Girls About ...,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,4,Instock,$25.15,Nonfiction,5
Siddhartha,https://books.toscrape.com/catalogue/siddhartha_393/index.html,5,Instock,$34.22,Fiction,5
Shiver,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,5,Instock,$16.23,Default,5
Remember Me?,https://books.toscrape.com/catalogue/remember-me_391/index.html,3,Instock,$11.48,Default,5
Red Dragon,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,3,Instock,$23.37,Horror,5
Peak,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,2,Instock,$16.28,Science,5
My Mother Was Nuts,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,4,Instock,$31.63,Nonfiction,5
Mexican Today,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,5,Instock,$24.91,Food And Drink,5
Maybe Something Beautiful,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,1,Instock,$22.54,Childrens,5
Lola and the Boy ...,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,4,Instock,$23.63,Young Adult,5
Logan Kade,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html,2,Instock,$13.12,Academic,5
Last One Home,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,3,Instock,$59.98,Fiction,5
Killing Floor,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html,4,Instock,$31.49,Thriller,5
Kill the Boy Band,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,5,Instock,$15.52,Young Adult,5
Isla and the Happily ...,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,5,Instock,$48.13,Young Adult,5
If I Stay,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,5,Instock,$38.13,Default,5
I Know Why the ...,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,2,Instock,$36.55,Default,5
Harry Potter and the ...,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,1,Instock,$23.32,Default,5
"Fruits Basket, Vol. 5 ...",https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,1,Instock,$16.33,Sequential Art,5
Foundation,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,1,Instock,$32.42,Science Fiction,5
Fool Me Once,https://books.toscrape.com/catalogue/fool-me-once_374/index.html,1,Instock,$16.96,Default,5
Find Her,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html,1,Instock,$22.37,Add A Comment,5
Evicted,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html,1,Instock,$42.27,Add A Comment,5
Drama,https://books.toscrape.com/catalogue/drama_371/index.html,2,Instock,$38.70,Default,5
Dracula the Un-Dead,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,5,Instock,$35.63,Horror,5
Digital Fortress,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,5,Instock,$58.00,Fiction,5
"Death Note, Vol. 5",https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,1,Instock,$52.41,Sequential Art,5
"Data, A Love Story",https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,3,Instock,$32.35,Nonfiction,5
Critique of Pure Reason,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,1,Instock,$20.75,Philosophy,5
Booked,https://books.toscrape.com/catalogue/booked_365/index.html,5,Instock,$17.49,Poetry,5
"Blue Lily, Lily Blue ...",https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,5,Instock,$34.13,Default,5
Approval Junkie,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,5,Instock,$58.81,Autobiography,5
An Abundance of Katherines,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,5,Instock,$10.00,Young Adult,5
America's War for the ...,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,2,Instock,$51.22,History,5
Alight,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,4,Instock,$58.59,Default,5
A Girl's Guide to ...,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,1,Instock,$31.30,Romance,5
A Game of Thrones ...,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,2,Instock,$46.42,Add A Comment,5
A Feast for Crows ...,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,4,Instock,$17.21,Fantasy,5
A Clash of Kings ...,https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,3,Instock,$10.79,Add A Comment,5
Vogue Colors A to ...,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,4,Instock,$52.35,Default,4
The Shining,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,3,Instock,$27.88,Default,4
The Pilgrim's Progress,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,2,Instock,$50.26,Classics,4
The Perfect Play,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,3,Instock,$59.99,Romance,4
The Passion of Dolssa,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,5,Instock,$28.32,Historical Fiction,4
The Jazz of Physics,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,3,Instock,$38.71,Nonfiction,4
The Hunger Games,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,5,Instock,$29.85,Default,4
The Hound of the ...,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,2,Instock,$14.82,Classics,4
The Gunning of America,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,4,Instock,$16.81,Nonfiction,4
The Geography of Bliss,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,2,Instock,$28.23,Nonfiction,4
The Demonists,https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html,2,Instock,$52.11,Fantasy,4
The Demon Prince of ...,https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,2,Instock,$27.88,Sequential Art,4
The Bone Hunters,https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,3,Instock,$59.71,Thriller,4
The Beast,https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html,5,Instock,$46.08,Fantasy,4
Some Women,https://books.toscrape.com/catalogue/some-women_341/index.html,5,Instock,$13.73,Womens Fiction,4
Shopaholic Ties the Knot ...,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,5,Instock,$48.39,Womens Fiction,4
Paper and Fire,https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html,5,Instock,$49.45,Fantasy,4
Outlander,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,5,Instock,$19.67,Default,4
Orchestra of Exiles,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,3,Instock,$12.36,Music,4
No One Here Gets ...,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,5,Instock,$20.02,Music,4
Night Shift,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,4,Instock,$12.75,Horror,4
Needful Things,https://books.toscrape.com/catalogue/needful-things_334/index.html,4,Instock,$47.51,Horror,4
Mockingjay,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,4,Instock,$20.44,Default,4
Misery,https://books.toscrape.com/catalogue/misery_332/index.html,2,Instock,$34.79,Horror,4
Little Women,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,4,Instock,$28.07,Classics,4
It,https://books.toscrape.com/catalogue/it_330/index.html,3,Instock,$25.01,Horror,4
Harry Potter and the ...,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,3,Instock,$13.90,Default,4
Harry Potter and the ...,https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,4,Instock,$24.17,Young Adult,4
Harry Potter and the ...,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,4,Instock,$31.63,Fantasy,4
Harry Potter and the ...,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,5,Instock,$48.75,Fantasy,4
Harry Potter and the ...,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,1,Instock,$14.74,Fantasy,4
Gone with the Wind,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,3,Instock,$32.49,Classics,4
God Is Not Great,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,1,Instock,$27.80,Nonfiction,4
Girl With a Pearl ...,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,1,Instock,$26.77,Historical Fiction,4
"Fruits Basket, Vol. 4 ...",https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,4,Instock,$50.44,Sequential Art,4
Far From True,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html,2,Instock,$34.93,Thriller,4
Dark Lover,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html,1,Instock,$12.87,Romance,4
Confessions of a Shopaholic ...,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html,2,Instock,$48.94,Default,4
Changing the Game,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html,3,Instock,$13.38,Romance,4
Candide,https://books.toscrape.com/catalogue/candide_316/index.html,3,Instock,$58.63,Classics,4
Can You Keep a ...,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html,1,Instock,$21.94,Womens Fiction,4
Atlas Shrugged,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,5,Instock,$26.58,Fiction,4
Animal Farm,https://books.toscrape.com/catalogue/animal-farm_313/index.html,3,Instock,$57.22,Classics,4
A Walk to Remember,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html,1,Instock,$56.43,Romance,4
A New Earth,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html,5,Instock,$55.65,Spirituality,4
A History of God,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,1,Instock,$27.62,Religion,4
'Salem's Lot,https://books.toscrape.com/catalogue/salems-lot_309/index.html,4,Instock,$49.56,Horror,4
Zero History,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html,1,Instock,$34.77,Default,3
Wuthering Heights,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html,3,Instock,$17.73,Classics,3
World War Z,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,1,Instock,$21.80,Default,3
Wild,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,3,Instock,$46.02,Default,3
"Where'd You Go, Bernadette",https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html,1,Instock,$18.13,Default,3
When You Are Engulfed ...,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html,5,Instock,$30.89,Humor,3
We the People,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,3,Instock,$31.95,Nonfiction,3
We Are All Completely ...,https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html,1,Instock,$24.04,Contemporary,3
Walk the Edge,https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html,3,Instock,$32.36,Young Adult,3
Voyager,https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html,5,Instock,$21.07,Historical Fiction,3
Very Good Lives,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,3,Instock,$50.66,Nonfiction,3
Vegan Vegetarian Omnivore,https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,2,Instock,$13.66,Food And Drink,3
Unstuffed,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,1,Instock,$58.09,Nonfiction,3
Under the Banner of ...,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,1,Instock,$30.00,Nonfiction,3
Two Boys Kissing,https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html,2,Instock,$32.74,Young Adult,3
Twilight,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html,2,Instock,$41.93,Default,3
Twenties Girl,https://books.toscrape.com/catalogue/twenties-girl_292/index.html,2,Instock,$42.80,Womens Fiction,3
Trespassing Across America,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,1,Instock,$53.51,Nonfiction,3
Three-Martini Lunch,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,3,Instock,$23.21,Fiction,3
"Thinking, Fast and Slow",https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html,1,Instock,$21.14,Psychology,3
The Wild Robot,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,3,Instock,$56.07,Childrens,3
The Wicked + The ...,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,3,Instock,$14.41,Sequential Art,3
The Undomestic Goddess,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html,4,Instock,$45.75,Womens Fiction,3
The Travelers,https://books.toscrape.com/catalogue/the-travelers_285/index.html,1,Instock,$15.77,Thriller,3
The Tipping Point,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,2,Instock,$10.02,Add A Comment,3
The Thing About Jellyfish,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,1,Instock,$48.77,Childrens,3
The Stand,https://books.toscrape.com/catalogue/the-stand_282/index.html,2,Instock,$57.86,Horror,3
The Smitten Kitchen Cookbook,https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html,1,Instock,$23.59,Food And Drink,3
The Silkworm,https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html,5,Instock,$23.05,Mystery,3
"The Sandman, Vol. 3",https://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,5,Instock,$55.55,Sequential Art,3
The Rose & the ...,https://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,4,Instock,$58.64,Fantasy,3
The Road to Little ...,https://books.toscrape.com/catalogue/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,1,Instock,$23.21,Travel,3
The Rise of Theodore ...,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,3,Instock,$42.57,Biography,3
The Restaurant at the ...,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,1,Instock,$10.92,Science Fiction,3
The Rest Is Noise,https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,1,Instock,$34.77,Add A Comment,3
The Red Tent,https://books.toscrape.com/catalogue/the-red-tent_273/index.html,5,Instock,$35.66,Historical Fiction,3
The Purpose Driven Life,https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,3,Instock,$37.19,Add A Comment,3
The Purest Hook,https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html,1,Instock,$12.25,Romance,3
The Picture of Dorian ...,https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,2,Instock,$29.70,Classics,3
The Paris Wife,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html,3,Instock,$36.80,Default,3
The Obsession,https://books.toscrape.com/catalogue/the-obsession_268/index.html,1,Instock,$45.43,Romance,3
The Nightingale,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,4,Instock,$26.26,Fiction,3
The New Guy,https://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html,3,Instock,$44.92,Young Adult,3
The Nanny Diaries,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html,5,Instock,$52.53,Womens Fiction,3
The Name of God ...,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,2,Instock,$37.25,Nonfiction,3
The Maze Runner,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html,1,Instock,$20.93,Default,3
The Lover's Dictionary,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html,2,Instock,$58.09,Default,3
The Lonely Ones,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,5,Instock,$43.59,Childrens,3
The Lean Startup,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,3,Instock,$33.92,Business,3
The Last Painting of ...,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,2,Instock,$55.55,Historical Fiction,3
"The Land of 10,000 ...",https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,4,Instock,$29.64,Young Adult,3
The Infinities,https://books.toscrape.com/catalogue/the-infinities_257/index.html,1,Instock,$27.41,Fiction,3
The Husband's Secret,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,5,Instock,$52.51,Fiction,3
The Hitchhiker's Guide to ...,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,3,Instock,$47.80,Add A Comment,3
The Guns of August,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,2,Instock,$14.54,History,3
The Guernsey Literary and ...,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,1,Instock,$49.53,Historical Fiction,3
The Goldfinch,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,3,Instock,$43.58,Default,3
The Giver,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,1,Instock,$12.30,Default,3
The Girl with All ...,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,3,Instock,$49.47,Horror,3
The Girl Who Played ...,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,2,Instock,$22.14,Default,3
The Girl Who Kicked ...,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,1,Instock,$57.48,Add A Comment,3
The Exiled,https://books.toscrape.com/catalogue/the-exiled_247/index.html,3,Instock,$43.45,Mystery,3
The End of Faith,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,4,Instock,$22.13,Add A Comment,3
The Elegant Universe,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,4,Instock,$13.03,Science,3
The Disappearing Spoon,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,5,Instock,$57.35,Science,3
The Devil Wears Prada ...,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,1,Instock,$44.29,Womens Fiction,3
The Demon-Haunted World,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,4,Instock,$52.25,Default,3
The Day the Crayons ...,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,5,Instock,$26.33,Childrens,3
The Da Vinci Code ...,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,2,Instock,$22.96,Fiction,3
The Cuckoo's Calling,https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,1,Instock,$19.21,Mystery,3
The Complete Stories and ...,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,4,Instock,$26.78,Classics,3
The Complete Poems,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html,5,Instock,$41.32,Add A Comment,3
The Catcher in the ...,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html,1,Instock,$24.55,Add A Comment,3
The Cat in the ...,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,2,Instock,$16.26,Childrens,3
The Case for Christ ...,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html,1,Instock,$47.84,Add A Comment,3
The Book Thief,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,2,Instock,$53.49,Default,3
The Book of Basketball,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,5,Instock,$44.84,Sports And Games,3
The Blind Side,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html,5,Instock,$53.71,Add A Comment,3
The Autobiography of Malcolm ...,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,2,Instock,$23.43,Default,3
The Art of Simple ...,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,3,Instock,$34.32,Food And Drink,3
The Art of Fielding,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,1,Instock,$22.10,Fiction,3
"Surely You're Joking, Mr. ...",https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,2,Instock,$25.83,Science,3
Stiff,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,3,Instock,$36.74,Nonfiction,3
Spilled Milk,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,1,Instock,$49.51,Nonfiction,3
Something Borrowed,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,5,Instock,$48.96,Womens Fiction,3
Something Blue,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,1,Instock,$54.62,Womens Fiction,3
Soldier,https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html,2,Instock,$24.72,Fantasy,3
Shopaholic & Baby,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,2,Instock,$46.45,Default,3
Seven Days in the ...,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html,2,Instock,$52.33,Add A Comment,3
Seven Brief Lessons on ...,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,4,Instock,$30.60,Science,3
Scarlet,https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html,4,Instock,$14.57,Young Adult,3
Sarah's Key,https://books.toscrape.com/catalogue/sarahs-key_217/index.html,1,Instock,$46.29,Add A Comment,3
"Saga, Volume 3",https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,5,Instock,$21.57,Sequential Art,3
Running with Scissors,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html,4,Instock,$12.91,Autobiography,3
Rogue Lawyer,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html,3,Instock,$50.11,Add A Comment,3
Rise of the Rocket ...,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,4,Instock,$41.67,Nonfiction,3
Rework,https://books.toscrape.com/catalogue/rework_212/index.html,2,Instock,$44.88,Business,3
Reservations for Two,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html,3,Instock,$11.10,Romance,3
Red,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,3,Instock,$28.54,Childrens,3
Ready Player One,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,4,Instock,$19.07,Science Fiction,3
Quiet,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,1,Instock,$43.55,Default,3
Prodigy,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,3,Instock,$43.63,Sequential Art,3
Persepolis,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,1,Instock,$39.13,Sequential Art,3
Packing for Mars,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,2,Instock,$56.68,Default,3
Outliers,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,1,Instock,$14.16,Nonfiction,3
Original Fake,https://books.toscrape.com/catalogue/original-fake_203/index.html,3,Instock,$31.45,Sequential Art,3
Orange Is the New ...,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,2,Instock,$24.61,Default,3
One for the Money ...,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,2,Instock,$32.87,Default,3
Notes from a Small ...,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,1,Instock,$40.17,Nonfiction,3
Night,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,1,Instock,$13.51,Nonfiction,3
Neither Here nor There,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,3,Instock,$38.95,Travel,3
Naked,https://books.toscrape.com/catalogue/naked_197/index.html,3,Instock,$31.69,Humor,3
Morning Star,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,1,Instock,$29.40,Default,3
Miracles from Heaven,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,1,Instock,$57.83,Nonfiction,3
Midnight Riot,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,2,Instock,$55.46,Fantasy,3
Me Talk Pretty One ...,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,2,Instock,$57.60,Autobiography,3
Manuscript Found in Accra,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,2,Instock,$34.98,Add A Comment,3
Lust & Wonder,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,2,Instock,$11.87,Autobiography,3
Lila,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,3,Instock,$12.47,Fiction,3
